Time,Value
4.9688689E-02,-1.7609765E-01
4.9690689E-02,-5.630060E-02
4.9692689E-02,1.8932683E-01
4.9694689E-02,1.9659844E-01
4.9696689E-02,1.3405210E-01
4.9698689E-02,-1.7662458E-01
4.9700689E-02,-4.368067E-02
4.9702689E-02,1.7141128E-01
4.9704689E-02,-1.8086635E-01
4.9706689E-02,-1.6974817E-01
4.9708689E-02,-1.6426812E-01
4.9710689E-02,1.8484795E-01
4.9712689E-02,1.7127955E-01
4.9714689E-02,-1.7114453E-01
4.9716689E-02,2.0176233E-01
4.9718689E-02,1.9578170E-01
4.9720689E-02,2.0062943E-01
4.9722689E-02,-1.9559398E-01
4.9724689E-02,-1.7562341E-01
4.9726689E-02,1.8200253E-01
4.9728689E-02,-1.9485628E-01
4.9730689E-02,-1.9851843E-01
4.9732689E-02,-1.9251145E-01
4.9734689E-02,1.9741517E-01
4.9736689E-02,1.9380572E-01
4.9738689E-02,-1.7464860E-01
4.9740689E-02,-1.851987E-02
4.9742689E-02,2.0099828E-01
4.9744689E-02,1.7646979E-01
4.9746689E-02,1.3310363E-01
4.9748689E-02,-1.7417436E-01
4.9750689E-02,-5.105E-05
4.9752689E-02,1.4891146E-01
4.9754689E-02,-1.8539793E-01
4.9756689E-02,-1.7388455E-01
4.9758689E-02,-1.8139327E-01
4.9760689E-02,1.8205523E-01
4.9762689E-02,1.6079369E-01
4.9764689E-02,-1.5378225E-01
4.9766689E-02,1.9783672E-01
4.9768689E-02,2.0244734E-01
4.9770689E-02,1.9796845E-01
4.9772689E-02,-1.8787449E-01
4.9774689E-02,-1.5278109E-01
4.9776689E-02,1.9752056E-01
4.9778689E-02,-2.0144288E-01
4.9780689E-02,-1.9040374E-01
4.9782689E-02,-1.8842776E-01
4.9784689E-02,1.9422726E-01
4.9786689E-02,2.0297426E-01
4.9788689E-02,-1.6824642E-01
4.9790689E-02,2.795517E-02
4.9792689E-02,2.0041866E-01
4.9794689E-02,1.9788941E-01
4.9796689E-02,1.0620396E-01
4.9798689E-02,-1.8194655E-01
4.9800689E-02,8.95942E-03
4.9802689E-02,1.6287505E-01
4.9804689E-02,-1.9069355E-01
4.9806689E-02,-1.7883767E-01
4.9808689E-02,-1.5633785E-01
4.9810689E-02,2.1730670E-01
4.9812689E-02,1.6179485E-01
4.9814689E-02,-1.6845719E-01
4.9816689E-02,1.8637604E-01
4.9818689E-02,1.9875884E-01
4.9820689E-02,1.8471621E-01
4.9822689E-02,-1.9151029E-01
4.9824689E-02,-1.5660132E-01
4.9826689E-02,1.9085492E-01
4.9828689E-02,-1.9585744E-01
4.9830689E-02,-1.9137856E-01
4.9832689E-02,-1.7304147E-01
4.9834689E-02,1.9459611E-01
4.9836689E-02,1.7341361E-01
4.9838689E-02,-1.6663929E-01
4.9840689E-02,6.341742E-02
4.9842689E-02,2.0115636E-01
4.9844689E-02,1.8545391E-01
4.9846689E-02,9.000093E-02
4.9848689E-02,-1.8858584E-01
4.9850689E-02,8.164912E-02
4.9852689E-02,1.5831713E-01
4.9854689E-02,-1.9090432E-01
4.9856689E-02,-1.8410695E-01
4.9858689E-02,-1.6561178E-01
4.9860689E-02,1.8108041E-01
4.9862689E-02,1.4311526E-01
4.9864689E-02,-1.6764046E-01
4.9866689E-02,1.9683555E-01
4.9868689E-02,2.0178868E-01
4.9870689E-02,1.9317341E-01
4.9872689E-02,-1.7430609E-01
4.9874689E-02,-1.5778691E-01
4.9876689E-02,1.9064415E-01
4.9878689E-02,-1.9093067E-01
4.9880689E-02,-1.8545062E-01
4.9882689E-02,-1.7514918E-01
4.9884689E-02,1.9401649E-01
4.9886689E-02,1.9256744E-01
4.9888689E-02,-1.7601861E-01
4.9890689E-02,9.440078E-02
4.9892689E-02,1.7473093E-01
4.9894689E-02,1.8189715E-01
4.9896689E-02,6.017681E-02
4.9898689E-02,-1.7918018E-01
4.9900689E-02,1.1900831E-01
4.9902689E-02,1.3017918E-01
4.9904689E-02,-1.7691439E-01
4.9906689E-02,-1.8581947E-01
4.9908689E-02,-1.7151338E-01
4.9910689E-02,1.9707267E-01
4.9912689E-02,1.4872704E-01
4.9914689E-02,-1.6766680E-01
4.9916689E-02,1.8495333E-01
4.9918689E-02,2.0047136E-01
4.9920689E-02,1.9957558E-01
4.9922689E-02,-1.8608293E-01
4.9924689E-02,-1.6764046E-01
4.9926689E-02,1.8822028E-01
4.9928689E-02,-1.9501436E-01
4.9930689E-02,-1.9245876E-01
4.9932689E-02,-1.7354205E-01
4.9934689E-02,1.8927414E-01
4.9936689E-02,1.9923308E-01
4.9938689E-02,-1.9019297E-01
4.9940689E-02,1.3795136E-01
4.9942689E-02,2.0489755E-01
4.9944689E-02,1.8000021E-01
4.9946689E-02,6.262702E-02
4.9948689E-02,-1.7230377E-01
4.9950689E-02,1.3781963E-01
4.9952689E-02,1.6685336E-01
4.9954689E-02,-1.8302675E-01
4.9956689E-02,-1.8076096E-01
4.9958689E-02,-1.6508486E-01
4.9960689E-02,1.8537487E-01
4.9962689E-02,1.3739809E-01
4.9964689E-02,-1.8740025E-01
4.9966689E-02,1.8577007E-01
4.9968689E-02,2.1480379E-01
4.9970689E-02,1.9222494E-01
4.9972689E-02,-1.7388455E-01
4.9974689E-02,-1.5531034E-01
4.9976689E-02,1.8147561E-01
4.9978689E-02,-1.8036576E-01
4.9980689E-02,-2.0131115E-01
4.9982689E-02,-1.7923287E-01
4.9984689E-02,1.8577007E-01
4.9986689E-02,1.6732759E-01
4.9988689E-02,-1.7543899E-01
4.9990689E-02,1.8966934E-01
4.9992689E-02,1.9348956E-01
4.9994689E-02,1.9567631E-01
4.9996689E-02,1.3934772E-01
4.9998689E-02,-1.8018134E-01
5.0000689E-02,1.6861857E-01
5.0002689E-02,1.4264102E-01
5.0004689E-02,-1.9562033E-01
5.0006689E-02,-1.9024566E-01
5.0008689E-02,-1.5307090E-01
5.0010689E-02,1.8869452E-01
5.0012689E-02,1.3629154E-01
5.0014689E-02,-1.7022240E-01
5.0016689E-02,1.8692931E-01
5.0018689E-02,2.0039232E-01
5.0020689E-02,1.7726018E-01
5.0022689E-02,-1.7491206E-01
5.0024689E-02,-1.6553275E-01
5.0026689E-02,1.8086964E-01
5.0028689E-02,-1.8205193E-01
5.0030689E-02,-1.9208991E-01
5.0032689E-02,-1.7754670E-01
5.0034689E-02,1.8642873E-01
5.0036689E-02,1.9222494E-01
5.0038689E-02,-1.5802402E-01
5.0040689E-02,1.8692931E-01
5.0042689E-02,1.8487429E-01
5.0044689E-02,1.9222494E-01
5.0046689E-02,1.3389402E-01
5.0048689E-02,-1.7514918E-01
5.0050689E-02,1.7241245E-01
5.0052689E-02,1.4619779E-01
5.0054689E-02,-2.0297097E-01
5.0056689E-02,-1.8213097E-01
5.0058689E-02,-1.5889345E-01
5.0060689E-02,1.7718114E-01
5.0062689E-02,1.4830550E-01
5.0064689E-02,-1.6866797E-01
5.0066689E-02,1.8998549E-01
5.0068689E-02,2.0078751E-01
5.0070689E-02,1.7515247E-01
5.0072689E-02,-1.7541264E-01
5.0074689E-02,-1.6347773E-01
5.0076689E-02,2.0531909E-01
5.0078689E-02,-1.9198452E-01
5.0080689E-02,-1.9182645E-01
5.0082689E-02,-1.6532197E-01
5.0084689E-02,1.8055348E-01
5.0086689E-02,1.7997386E-01
5.0088689E-02,-1.7680900E-01
5.0090689E-02,1.9053877E-01
5.0092689E-02,1.9699363E-01
5.0094689E-02,1.9024896E-01
5.0096689E-02,1.1647905E-01
5.0098689E-02,-1.8010230E-01
5.0100689E-02,1.9422726E-01
5.0102689E-02,1.3465806E-01
5.0104689E-02,-1.9272222E-01
5.0106689E-02,-1.8463388E-01
5.0108689E-02,-1.6858893E-01
5.0110689E-02,1.9601882E-01
5.0112689E-02,1.5170418E-01
5.0114689E-02,-1.8344829E-01
5.0116689E-02,1.9907500E-01
5.0118689E-02,1.7531055E-01
5.0120689E-02,1.7112147E-01
5.0122689E-02,-1.7970710E-01
5.0124689E-02,-1.6901047E-01
5.0126689E-02,1.7528420E-01
5.0128689E-02,-1.7564976E-01
5.0130689E-02,-1.7038048E-01
5.0132689E-02,-1.7296243E-01
5.0134689E-02,1.8761432E-01
5.0136689E-02,1.8495333E-01
5.0138689E-02,-1.6613871E-01
5.0140689E-02,1.8995915E-01
5.0142689E-02,2.0113002E-01
5.0144689E-02,1.9849538E-01
5.0146689E-02,1.0454414E-01
5.0148689E-02,-1.6864162E-01
5.0150689E-02,1.9341052E-01
5.0152689E-02,1.3147015E-01
5.0154689E-02,-1.9285396E-01
5.0156689E-02,-1.8226271E-01
5.0158689E-02,-1.6063232E-01
5.0160689E-02,1.7662787E-01
5.0162689E-02,1.3215516E-01
5.0164689E-02,-1.7364743E-01
5.0166689E-02,1.9435899E-01
5.0168689E-02,1.7262322E-01
5.0170689E-02,1.8358332E-01
5.0172689E-02,-1.8603024E-01
5.0174689E-02,-1.6321426E-01
5.0176689E-02,1.9831095E-01
5.0178689E-02,-1.9361800E-01
5.0180689E-02,-1.9338088E-01
5.0182689E-02,-1.8518715E-01
5.0184689E-02,1.9499131E-01
5.0186689E-02,2.0060309E-01
5.0188689E-02,-1.6756142E-01
5.0190689E-02,1.9844268E-01
5.0192689E-02,2.1266974E-01
5.0194689E-02,2.0426524E-01
5.0196689E-02,8.191258E-02
5.0198689E-02,-1.6795661E-01
5.0200689E-02,1.7905174E-01
5.0202689E-02,1.2938879E-01
5.0204689E-02,-1.7762574E-01
5.0206689E-02,-1.8650447E-01
5.0208689E-02,-1.6861527E-01
5.0210689E-02,1.7625902E-01
5.0212689E-02,1.2303931E-01
5.0214689E-02,-1.6287176E-01
5.0216689E-02,2.1061472E-01
5.0218689E-02,1.8495333E-01
5.0220689E-02,1.9333148E-01
5.0222689E-02,-1.9222164E-01
5.0224689E-02,-1.6648122E-01
5.0226689E-02,1.9343687E-01
5.0228689E-02,-1.9324915E-01
5.0230689E-02,-1.9446109E-01
5.0232689E-02,-1.9243241E-01
5.0234689E-02,1.8885260E-01
5.0236689E-02,1.8658681E-01
5.0238689E-02,-1.7744132E-01
5.0240689E-02,2.0339581E-01
5.0242689E-02,1.8903702E-01
5.0244689E-02,1.8695566E-01
5.0246689E-02,7.606369E-02
5.0248689E-02,-1.7665092E-01
5.0250689E-02,1.8453179E-01
5.0252689E-02,1.1940350E-01
5.0254689E-02,-1.9137856E-01
5.0256689E-02,-1.9164202E-01
5.0258689E-02,-1.5675940E-01
5.0260689E-02,2.0257907E-01
5.0262689E-02,1.2894090E-01
5.0264689E-02,-1.6192329E-01
5.0266689E-02,1.9838999E-01
5.0268689E-02,1.8566468E-01
5.0270689E-02,1.7947328E-01
5.0272689E-02,-1.6806200E-01
5.0274689E-02,-1.5984192E-01
5.0276689E-02,1.8858913E-01
5.0278689E-02,-1.9543590E-01
5.0280689E-02,-1.9248511E-01
5.0282689E-02,-1.6935297E-01
5.0284689E-02,2.0584602E-01
5.0286689E-02,1.9949654E-01
5.0288689E-02,-1.6181790E-01
5.0290689E-02,1.9936481E-01
5.0292689E-02,1.8637604E-01
5.0294689E-02,2.0534544E-01
5.0296689E-02,6.971420E-02
5.0298689E-02,-1.6545371E-01
5.0300689E-02,2.0076117E-01
5.0302689E-02,1.1895561E-01
5.0304689E-02,-1.7970710E-01
5.0306689E-02,-1.8371176E-01
5.0308689E-02,-1.3815884E-01
5.0310689E-02,1.9828461E-01
5.0312689E-02,1.2306565E-01
5.0314689E-02,-1.7480668E-01
5.0316689E-02,2.0110367E-01
5.0318689E-02,1.9306802E-01
5.0320689E-02,1.7027839E-01
5.0322689E-02,-1.8318483E-01
5.0324689E-02,-1.6592794E-01
5.0326689E-02,1.8671854E-01
5.0328689E-02,-1.9822862E-01
5.0330689E-02,-1.7032779E-01
5.0332689E-02,-1.7572880E-01
5.0334689E-02,2.0015520E-01
5.0336689E-02,2.0097194E-01
5.0338689E-02,-1.7132895E-01
5.0340689E-02,1.7752365E-01
5.0342689E-02,1.8895798E-01
5.0344689E-02,1.8137022E-01
5.0346689E-02,6.154682E-02
5.0348689E-02,-1.5407206E-01
5.0350689E-02,1.8914241E-01
5.0352689E-02,1.3947946E-01
5.0354689E-02,-1.9206356E-01
5.0356689E-02,-1.9461916E-01
5.0358689E-02,-1.6268733E-01
5.0360689E-02,2.0010251E-01
5.0362689E-02,1.4472239E-01
5.0364689E-02,-1.6740334E-01
5.0366689E-02,1.9841634E-01
5.0368689E-02,1.9567631E-01
5.0370689E-02,1.7465189E-01
5.0372689E-02,-1.9024566E-01
5.0374689E-02,-1.7678266E-01
5.0376689E-02,1.8895798E-01
5.0378689E-02,-2.1150720E-01
5.0380689E-02,-1.8589851E-01
5.0382689E-02,-1.6513755E-01
5.0384689E-02,1.8271389E-01
5.0386689E-02,1.9343687E-01
5.0388689E-02,-1.7285704E-01
5.0390689E-02,2.0429158E-01
5.0392689E-02,1.9130281E-01
5.0394689E-02,1.8879990E-01
5.0396689E-02,5.864872E-02
5.0398689E-02,-1.8574043E-01
5.0400689E-02,1.9446438E-01
5.0402689E-02,1.2267046E-01
5.0404689E-02,-1.9182645E-01
5.0406689E-02,-1.7662458E-01
5.0408689E-02,-1.5689113E-01
5.0410689E-02,2.0276349E-01
5.0412689E-02,1.1679521E-01
5.0414689E-02,-1.6953740E-01
5.0416689E-02,1.9696729E-01
5.0418689E-02,2.0020789E-01
5.0420689E-02,1.7172744E-01
5.0422689E-02,-1.7949633E-01
5.0424689E-02,-1.6898412E-01
5.0426689E-02,1.9562362E-01
5.0428689E-02,-1.8373810E-01
5.0430689E-02,-1.8136693E-01
5.0432689E-02,-1.7541264E-01
5.0434689E-02,2.0047136E-01
5.0436689E-02,1.7802423E-01
5.0438689E-02,-1.7862690E-01
5.0440689E-02,1.9248840E-01
5.0442689E-02,1.9309437E-01
5.0444689E-02,1.7723384E-01
5.0446689E-02,1.891836E-02
5.0448689E-02,-1.9554129E-01
5.0450689E-02,1.9130281E-01
5.0452689E-02,1.1766464E-01
5.0454689E-02,-1.7330493E-01
5.0456689E-02,-1.6753507E-01
5.0458689E-02,-1.5657497E-01
5.0460689E-02,2.0197310E-01
5.0462689E-02,1.0696801E-01
5.0464689E-02,-1.6097482E-01
5.0466689E-02,1.9022261E-01
5.0468689E-02,1.9989174E-01
5.0470689E-02,1.6824972E-01
5.0472689E-02,-1.9654245E-01
5.0474689E-02,-1.7109183E-01
5.0476689E-02,1.8519045E-01
5.0478689E-02,-1.7836344E-01
5.0480689E-02,-1.8998220E-01
5.0482689E-02,-1.8147231E-01
5.0484689E-02,2.0105098E-01
5.0486689E-02,1.8851009E-01
5.0488689E-02,-1.8358002E-01
5.0490689E-02,1.8740355E-01
5.0492689E-02,1.8724547E-01
5.0494689E-02,1.7480997E-01
5.0496689E-02,-5.722272E-02
5.0498689E-02,-1.6629679E-01
5.0500689E-02,2.1504091E-01
5.0502689E-02,9.000093E-02
5.0504689E-02,-1.9145760E-01
5.0506689E-02,-1.6853623E-01
5.0508689E-02,-1.4021386E-01
5.0510689E-02,2.0147252E-01
5.0512689E-02,7.946237E-02
5.0514689E-02,-1.7654554E-01
5.0516689E-02,1.9280456E-01
5.0518689E-02,1.9372668E-01
5.0520689E-02,1.8879990E-01
5.0522689E-02,-1.8429138E-01
5.0524689E-02,-1.6455793E-01
5.0526689E-02,1.9746787E-01
5.0528689E-02,-1.8576678E-01
5.0530689E-02,-2.0070518E-01
5.0532689E-02,-1.9274857E-01
5.0534689E-02,1.8542757E-01
5.0536689E-02,1.9401649E-01
5.0538689E-02,-1.6756142E-01
5.0540689E-02,1.8956395E-01
5.0542689E-02,1.8980107E-01
5.0544689E-02,1.8806221E-01
5.0546689E-02,-1.0069427E-01
5.0548689E-02,-1.8384349E-01
5.0550689E-02,1.9528112E-01
5.0552689E-02,8.286105E-02
5.0554689E-02,-1.8281598E-01
5.0556689E-02,-1.7254089E-01
5.0558689E-02,-1.4877644E-01
5.0560689E-02,1.9601882E-01
5.0562689E-02,8.926323E-02
5.0564689E-02,-1.7088106E-01
5.0566689E-02,1.8503237E-01
5.0568689E-02,1.8800951E-01
5.0570689E-02,1.8476891E-01
5.0572689E-02,-1.8597755E-01
5.0574689E-02,-1.6292445E-01
5.0576689E-02,1.9264648E-01
5.0578689E-02,-1.9227433E-01
5.0580689E-02,-1.9285396E-01
5.0582689E-02,-1.8658351E-01
5.0584689E-02,1.9878519E-01
5.0586689E-02,1.9549189E-01
5.0588689E-02,-1.9493532E-01
5.0590689E-02,2.0697892E-01
5.0592689E-02,1.9865346E-01
5.0594689E-02,1.8882625E-01
5.0596689E-02,-1.2893760E-01
5.0598689E-02,-1.6806200E-01
5.0600689E-02,1.9567631E-01
5.0602689E-02,9.213499E-02
5.0604689E-02,-1.6382023E-01
5.0606689E-02,-1.7261993E-01
5.0608689E-02,-1.4382332E-01
5.0610689E-02,2.0091925E-01
5.0612689E-02,9.785215E-02
5.0614689E-02,-1.5394033E-01
5.0616689E-02,1.9459611E-01
5.0618689E-02,2.0215753E-01
5.0620689E-02,1.7699672E-01
5.0622689E-02,-1.8252617E-01
5.0624689E-02,-1.7135530E-01
5.0626689E-02,1.8574372E-01
5.0628689E-02,-1.7069664E-01
5.0630689E-02,-1.9796516E-01
5.0632689E-02,-1.8018134E-01
5.0634689E-02,1.9952289E-01
5.0636689E-02,1.6806529E-01
5.0638689E-02,-1.6924759E-01
5.0640689E-02,1.9546554E-01
5.0642689E-02,1.8605988E-01
5.0644689E-02,2.0086655E-01
5.0646689E-02,-1.6226579E-01
5.0648689E-02,-1.7470129E-01
5.0650689E-02,1.7641710E-01
5.0652689E-02,9.574444E-02
5.0654689E-02,-1.8684698E-01
5.0656689E-02,-1.6729795E-01
5.0658689E-02,-1.2503834E-01
5.0660689E-02,1.9204051E-01
5.0662689E-02,1.1466115E-01
5.0664689E-02,-1.5214878E-01
5.0666689E-02,1.9040703E-01
5.0668689E-02,1.8822028E-01
5.0670689E-02,1.8200253E-01
5.0672689E-02,-1.8336925E-01
5.0674689E-02,-1.4561487E-01
5.0676689E-02,1.8287197E-01
5.0678689E-02,-1.9324915E-01
5.0680689E-02,-1.7928556E-01
5.0682689E-02,-2.0752890E-01
5.0684689E-02,1.8795682E-01
5.0686689E-02,1.8376774E-01
5.0688689E-02,-1.7467494E-01
5.0690689E-02,2.0974529E-01
5.0692689E-02,1.8829932E-01
5.0694689E-02,1.8998549E-01
5.0696689E-02,-1.7314685E-01
5.0698689E-02,-1.8985047E-01
5.0700689E-02,1.9222494E-01
5.0702689E-02,1.2211718E-01
5.0704689E-02,-1.7904845E-01
5.0706689E-02,-1.8078731E-01
5.0708689E-02,-1.6329330E-01
5.0710689E-02,1.8982741E-01
5.0712689E-02,1.3286651E-01
5.0714689E-02,-1.5512592E-01
5.0716689E-02,1.8063252E-01
5.0718689E-02,1.9098665E-01
5.0720689E-02,1.8877356E-01
5.0722689E-02,-1.9593648E-01
5.0724689E-02,-1.6392562E-01
5.0726689E-02,1.5937098E-01
5.0728689E-02,-1.6980086E-01
5.0730689E-02,-1.6532197E-01
5.0732689E-02,-1.9356531E-01
5.0734689E-02,2.0276349E-01
5.0736689E-02,1.8002655E-01
5.0738689E-02,-1.8755833E-01
5.0740689E-02,1.8163368E-01
5.0742689E-02,2.0062943E-01
5.0744689E-02,1.8558564E-01
5.0746689E-02,-1.8610928E-01
5.0748689E-02,-1.7538630E-01
5.0750689E-02,1.9030165E-01
5.0752689E-02,1.2973129E-01
5.0754689E-02,-1.9040374E-01
5.0756689E-02,-1.6864162E-01
5.0758689E-02,-1.4606276E-01
5.0760689E-02,1.7241245E-01
5.0762689E-02,1.1795445E-01
5.0764689E-02,-1.6685006E-01
5.0766689E-02,1.9920673E-01
5.0768689E-02,1.8940587E-01
5.0770689E-02,1.8503237E-01
5.0772689E-02,-1.9161567E-01
5.0774689E-02,-1.6616506E-01
5.0776689E-02,1.7994752E-01
5.0778689E-02,-1.6901047E-01
5.0780689E-02,-1.9511975E-01
5.0782689E-02,-1.9456647E-01
5.0784689E-02,1.8500602E-01
5.0786689E-02,1.7325553E-01
5.0788689E-02,-1.8826968E-01
5.0790689E-02,1.9644036E-01
5.0792689E-02,1.8771970E-01
5.0794689E-02,1.7702307E-01
5.0796689E-02,-1.8091904E-01
5.0798689E-02,-1.7106549E-01
5.0800689E-02,1.9715171E-01
5.0802689E-02,1.0836436E-01
5.0804689E-02,-1.8342195E-01
5.0806689E-02,-1.8307944E-01
5.0808689E-02,-1.1413093E-01
5.0810689E-02,1.8961664E-01
5.0812689E-02,9.703541E-02
5.0814689E-02,-1.6437350E-01
5.0816689E-02,1.9414822E-01
5.0818689E-02,1.7881462E-01
5.0820689E-02,1.7502074E-01
5.0822689E-02,-1.7493841E-01
5.0824689E-02,-1.6081674E-01
5.0826689E-02,1.7357169E-01
5.0828689E-02,-1.8437042E-01
5.0830689E-02,-1.6642852E-01
5.0832689E-02,-1.8284233E-01
5.0834689E-02,2.0165694E-01
5.0836689E-02,2.0144617E-01
5.0838689E-02,-1.6600698E-01
5.0840689E-02,1.8234504E-01
5.0842689E-02,1.9891692E-01
5.0844689E-02,1.7968405E-01
5.0846689E-02,-1.9158933E-01
5.0848689E-02,-1.7744132E-01
5.0850689E-02,1.8735085E-01
5.0852689E-02,8.615435E-02
5.0854689E-02,-1.9785977E-01
5.0856689E-02,-1.8455484E-01
5.0858689E-02,-1.1705538E-01
5.0860689E-02,1.9038069E-01
5.0862689E-02,8.217605E-02
5.0864689E-02,-1.4087252E-01
5.0866689E-02,1.8761432E-01
5.0868689E-02,2.0542448E-01
5.0870689E-02,1.8421563E-01
5.0872689E-02,-1.8642544E-01
5.0874689E-02,-1.5567919E-01
5.0876689E-02,1.8084329E-01
5.0878689E-02,-1.9567302E-01
5.0880689E-02,-1.7783651E-01
5.0882689E-02,-1.8155135E-01
5.0884689E-02,2.0992971E-01
5.0886689E-02,1.8798317E-01
5.0888689E-02,-1.9446109E-01
5.0890689E-02,2.0813816E-01
5.0892689E-02,1.8160734E-01
5.0894689E-02,1.8194984E-01
5.0896689E-02,-1.9493532E-01
5.0898689E-02,-1.8890200E-01
5.0900689E-02,1.9001184E-01
5.0902689E-02,8.362510E-02
5.0904689E-02,-1.8505542E-01
5.0906689E-02,-1.8695236E-01
5.0908689E-02,-1.0786049E-01
5.0910689E-02,1.9538650E-01
5.0912689E-02,5.922834E-02
5.0914689E-02,-1.5228051E-01
5.0916689E-02,2.0782200E-01
5.0918689E-02,1.9161897E-01
5.0920689E-02,1.9140820E-01
5.0922689E-02,-1.9301203E-01
5.0924689E-02,-1.5567919E-01
5.0926689E-02,1.6450853E-01
5.0928689E-02,-1.7831075E-01
5.0930689E-02,-1.8792718E-01
5.0932689E-02,-1.9538321E-01
5.0934689E-02,2.0178868E-01
5.0936689E-02,1.7884097E-01
5.0938689E-02,-1.7593957E-01
5.0940689E-02,1.9103935E-01
5.0942689E-02,2.0344850E-01
5.0944689E-02,1.8260850E-01
5.0946689E-02,-1.9583110E-01
5.0948689E-02,-1.8210463E-01
5.0950689E-02,1.9960193E-01
5.0952689E-02,7.477271E-02
5.0954689E-02,-1.9464551E-01
5.0956689E-02,-1.7254089E-01
5.0958689E-02,-1.2411621E-01
5.0960689E-02,1.8840471E-01
5.0962689E-02,6.863400E-02
5.0964689E-02,-1.4983029E-01
5.0966689E-02,1.8908971E-01
5.0968689E-02,1.9096031E-01
5.0970689E-02,1.7446747E-01
5.0972689E-02,-1.9617360E-01
5.0974689E-02,-1.5810306E-01
5.0976689E-02,1.7436208E-01
5.0978689E-02,-1.7741497E-01
5.0980689E-02,-1.7773113E-01
5.0982689E-02,-1.8705775E-01
5.0984689E-02,2.0157791E-01
5.0986689E-02,1.8171272E-01
5.0988689E-02,-1.9517244E-01
5.0990689E-02,1.8969568E-01
5.0992689E-02,1.8800951E-01
5.0994689E-02,1.8935318E-01
5.0996689E-02,-1.8039211E-01
5.0998689E-02,-1.8639909E-01
5.1000689E-02,1.8903702E-01
5.1002689E-02,7.817140E-02
5.1004689E-02,-1.8047115E-01
5.1006689E-02,-1.9556763E-01
5.1008689E-02,-1.2322044E-01
5.1010689E-02,1.8545391E-01
5.1012689E-02,6.015046E-02
5.1014689E-02,-1.6413639E-01
5.1016689E-02,2.0942913E-01
5.1018689E-02,1.9701998E-01
5.1020689E-02,1.8023733E-01
5.1022689E-02,-1.8616197E-01
5.1024689E-02,-1.5106857E-01
5.1026689E-02,1.8084329E-01
5.1028689E-02,-1.9677957E-01
5.1030689E-02,-1.9865016E-01
5.1032689E-02,-1.7928556E-01
5.1034689E-02,1.8645508E-01
5.1036689E-02,1.5715789E-01
5.1038689E-02,-1.9490897E-01
5.1040689E-02,1.8893164E-01
5.1042689E-02,-1.7699343E-01
5.1044689E-02,-1.7694073E-01
5.1046689E-02,1.9533381E-01
5.1048689E-02,1.7878827E-01
5.1050689E-02,-1.6843085E-01
5.1052689E-02,-6.407278E-02
5.1054689E-02,2.0010251E-01
5.1056689E-02,1.9109204E-01
5.1058689E-02,1.1942985E-01
5.1060689E-02,-1.7201396E-01
5.1062689E-02,-5.537847E-02
5.1064689E-02,1.8808855E-01
5.1066689E-02,-1.8060288E-01
5.1068689E-02,-1.7841613E-01
5.1070689E-02,-1.7406898E-01
5.1072689E-02,1.8885260E-01
5.1074689E-02,1.7517882E-01
5.1076689E-02,-1.6974817E-01
5.1078689E-02,1.8519045E-01
5.1080689E-02,1.9356860E-01
5.1082689E-02,1.8318812E-01
5.1084689E-02,-1.8603024E-01
5.1086689E-02,-1.6711353E-01
5.1088689E-02,1.8426832E-01
5.1090689E-02,-1.8979777E-01
5.1092689E-02,-1.8444946E-01
5.1094689E-02,-1.8165674E-01
5.1096689E-02,2.1024587E-01
5.1098689E-02,1.8943222E-01
5.1100689E-02,-1.6961644E-01
5.1102689E-02,-2.363107E-02
5.1104689E-02,1.9989174E-01
5.1106689E-02,1.8563834E-01
5.1108689E-02,1.1286960E-01
5.1110689E-02,-1.8763737E-01
5.1112689E-02,-2.033777E-02
5.1114689E-02,1.6795991E-01
5.1116689E-02,-1.8134058E-01
5.1118689E-02,-1.7467494E-01
5.1120689E-02,-1.6856258E-01
5.1122689E-02,1.9077588E-01
5.1124689E-02,1.6300678E-01
5.1126689E-02,-1.5992096E-01
5.1128689E-02,1.9167166E-01
5.1130689E-02,1.9707267E-01
5.1132689E-02,1.7420400E-01
5.1134689E-02,-1.8571408E-01
5.1136689E-02,-1.5862999E-01
5.1138689E-02,1.8901068E-01
5.1140689E-02,-1.7277800E-01
5.1142689E-02,-1.9266953E-01
5.1144689E-02,-1.6945836E-01
5.1146689E-02,2.0882316E-01
5.1148689E-02,2.0139348E-01
5.1150689E-02,-1.8898104E-01
5.1152689E-02,-1.52644E-03
5.1154689E-02,1.8924779E-01
5.1156689E-02,1.8890529E-01
5.1158689E-02,9.893236E-02
5.1160689E-02,-1.7259358E-01
5.1162689E-02,4.386839E-02
5.1164689E-02,1.6527257E-01
5.1166689E-02,-1.8181482E-01
5.1168689E-02,-1.8305310E-01
5.1170689E-02,-1.7483302E-01
5.1172689E-02,1.9159262E-01
5.1174689E-02,1.4393200E-01
5.1176689E-02,-1.6331965E-01
5.1178689E-02,1.9491227E-01
5.1180689E-02,1.9530746E-01
5.1182689E-02,2.0041866E-01
5.1184689E-02,-1.8803257E-01
5.1186689E-02,-1.6911585E-01
5.1188689E-02,1.9923308E-01
5.1190689E-02,-1.9651610E-01
5.1192689E-02,-1.8323752E-01
5.1194689E-02,-1.9243241E-01
5.1196689E-02,1.8629700E-01
5.1198689E-02,1.9238301E-01
5.1200689E-02,-1.7746766E-01
5.1202689E-02,7.153211E-02
5.1204689E-02,1.9122377E-01
5.1206689E-02,1.8632334E-01
